"Call Tree - Method";"Time [%]";"Time";"Invocations";
"                Utils.SubClassFinder$3.compare(Class, Class)";"0.0027158929";"145";"11"
"                Self time";"5.9936946E-4";"32";"11"
"              Utils.SubClassFinder$2.compare(Object, Object)";"0.011743896";"627";"25"
"               Utils.SubClassFinder$2.compare(java.net.URL, java.net.URL)";"0.010451505";"558";"25"
"               Self time";"0.0012736601";"68";"25"
"              Self time";"0.0026409717";"141";"1"
"             Self time";"6.9302093E-4";"37";"1"
"            Self time";"5.431786E-4";"29";"1"
"            Utils.SubClassFinder.getErrors()";"1.3111207E-4";"7";"1"
"           Utils.System_Log.<init>(String)";"0.06995765";"3735";"1"
"            Self time";"0.06791605";"3626";"1"
"            Utils.System_Log.crear_directorio(String)";"0.002022872";"108";"1"
"           Self time";"0.008372442";"447";"1"
"           Interfaz.Interface_Keeper.get_Interfaz()";"1.8730296E-5";"1";"1"
"          Self time";"0.0832187";"4443";"1"
"          Utils.System_Log.<init>(String)";"0.07628849";"4073";"1"
"           Self time";"0.07117512";"3800";"1"
"           Utils.System_Log.crear_directorio(String)";"0.0050946404";"272";"1"
"          Utils.System_Log.log_normal(String)";"0.02468653";"1318";"1"
"          Utils.ArrayLista.<init>()";"5.6190886E-5";"3";"1"
"          Interfaz.Interface_Keeper.get_Interfaz()";"3.746059E-5";"2";"1"
"         Self time";"0.05133974";"2741";"1"
"         Utils.ArrayLista.buscar(Object)";"1.3111207E-4";"7";"1"
"          Self time";"9.365148E-5";"5";"1"
"          Sistema.Tipos.Punto.equals(Object)";"3.746059E-5";"2";"1"
"         Sistema.Tipos.Punto.<init>(long, float, float)";"3.746059E-5";"2";"1"
"        Interfaz.IU.informar(String)";"1.9553305";"104394";"1"
"        Self time";"0.0012549298";"67";"1"
"       Self time";"3.4939868";"186542";"1"
"       Interfaz.Swing.Nucleo_Keeper.get_Nucleo()";"3.746059E-5";"2";"1"
"      Self time";"2.2476354E-4";"12";"1"
"     Self time";"7.304815E-4";"39";"1"
"    Interfaz.Swing.Carga_de_Archivo$2.actionPerformed(java.awt.event.ActionEvent)";"8.217711";"438739";"2"
"     Self time";"4.642585";"247865";"2"
"     Sistema.Sistema.crear_ciudad(String)";"3.2201874";"171924";"2"
"      Sistema.Tipos.Ciudad.<init>(String)";"3.1637156";"168909";"2"
"       Utils.Admin_Ciudad.Crear_Ciudad(Utils.ArrayLista, Utils.ArrayLista, String)";"2.9977088";"160046";"2"
"        Utils.Punto_Stream.leer_puntos()";"1.3527395";"72222";"2"
"         Utils.Map_Log.log_normal(String)";"1.1450579";"61134";"4"
"         Utils.Punto_Stream.existe_coord(Utils.ArrayLista, float, float)";"0.06692335";"3573";"50"
"          Self time";"0.05079656";"2712";"50"
"          Sistema.Tipos.Punto.equal_pos(float, float)";"0.016108055";"860";"600"
"         Utils.Punto_Stream.toPunto(String)";"0.05830741";"3113";"50"
"          Self time";"0.05630327";"3006";"50"
"          Sistema.Tipos.Punto.<init>(long, float, float)";"0.001966681";"105";"50"
"         Utils.ArrayLista.add(Object)";"0.04489652";"2397";"50"
"          Self time";"0.029331643";"1566";"50"
"          Sistema.Tipos.Punto.equals(Object)";"0.015564876";"831";"600"
"         Utils.Input_Stream.read()";"0.02346906";"1253";"52"
"         Self time";"0.013167398";"703";"2"
"         Utils.Input_Stream.filename()";"6.5556035E-4";"35";"4"
"         Utils.ArrayLista.<init>()";"1.8730295E-4";"10";"2"
"        Utils.Calle_Stream.leer_calles(Utils.ArrayLista)";"1.0862073";"57992";"2"
"         Utils.Calle_Stream.toCalle(String, Utils.ArrayLista)";"0.7638402";"40781";"92"
"          Self time";"0.51204884";"27338";"92"
"          Utils.ArrayLista.buscar(Object)";"0.18187118";"9710";"184"
"           Self time";"0.12178438";"6502";"184"
"           Sistema.Tipos.Punto.equals(Object)";"0.06006806";"3207";"2380"
"          Sistema.Tipos.Punto.equals(Object)";"0.059393767";"3171";"2380"
"          Sistema.Tipos.Punto.<init>(long, float, float)";"0.0059187734";"316";"184"
"          Sistema.Tipos.Calle.<init>(long, Sistema.Tipos.Punto, Sistema.Tipos.Punto, String, int, int)";"0.0045327316";"242";"92"
"         Utils.ArrayLista.add(Object)";"0.14304326";"7637";"92"
"          Self time";"0.09486895";"5065";"92"
"          Sistema.Tipos.Calle.equals(Object)";"0.04815559";"2571";"2070"
"         Utils.Map_Log.log_normal(String)";"0.10749317";"5739";"4"
"         Utils.Input_Stream.read()";"0.055235643";"2949";"94"
"         Self time";"0.016089324";"859";"2"
"         Utils.Input_Stream.filename()";"3.1841503E-4";"17";"4"
"         Utils.ArrayLista.<init>()";"1.1238177E-4";"6";"2"
"        Utils.Punto_Stream.<init>(String)";"0.30749527";"16417";"2"
"         Utils.Map_Log.<init>(String)";"0.22613086";"12073";"2"
"         Self time";"0.045870494";"2449";"2"
"         Utils.Input_Stream.<init>(String)";"0.035437718";"1892";"2"
"          Self time";"0.02777703";"1483";"2"
"          Utils.Input_Stream.crear_directorio(String)";"0.007660691";"409";"2"
"        Utils.Calle_Stream.<init>(String)";"0.1517154";"8100";"2"
"         Utils.Map_Log.<init>(String)";"0.123114236";"6573";"2"
"         Utils.Input_Stream.<init>(String)";"0.025978921";"1387";"2"
"          Self time";"0.021090314";"1126";"2"
"          Utils.Input_Stream.crear_directorio(String)";"0.004888607";"261";"2"
"         Self time";"0.0026222414";"140";"2"
"        Self time";"0.09936422";"5305";"2"
"       Sistema.Tipos.Ciudad.<init>()";"0.10762428";"5746";"2"
"        Self time";"0.10621951";"5671";"2"
"        Utils.ArrayLista.<init>()";"5.9936946E-4";"32";"4"
"        Sistema.Tipos.Torre_Transito.<init>(Sistema.Tipos.Ciudad)";"3.558756E-4";"19";"2"
"        Sistema.Tipos.Logistica.<init>(Sistema.Tipos.Ciudad, Sistema.Tipos.Hospital)";"2.9968473E-4";"16";"2"
"       Self time";"0.05828868";"3112";"2"
"      Self time";"0.05641565";"3012";"2"
"     Interfaz.Swing.Nucleo_Keeper.get_Nucleo()";"9.365148E-5";"5";"2"
"    Interfaz.Swing.Carga_de_BD$2.actionPerformed(java.awt.event.ActionEvent)";"5.4103956";"288858";"1"
"     Sistema.Sistema.cargar_mapa(String)";"5.181212";"276622";"1"
"      Interfaz.IU.error(String)";"2.8023145";"149614";"1"
"      Sistema.Tipos.Ciudad.cargarCiudadBD(String)";"2.377043";"126909";"1"
"       Utils.Admin_Ciudad.Cargar_Ciudad_BD(Utils.ArrayLista, Utils.ArrayLista, String)";"2.3767433";"126893";"1"
"        Self time";"2.3754697";"126825";"1"
"        Excepciones.AccesoBaseDatosException.<init>(String)";"0.001142548";"61";"1"
"       Self time";"2.8095444E-4";"15";"1"
"      Self time";"0.001142548";"61";"1"
"      Sistema.Tipos.Ciudad.<init>()";"6.9302093E-4";"37";"1"
"       Self time";"3.3714532E-4";"18";"1"
"       Utils.ArrayLista.<init>()";"2.4349385E-4";"13";"2"
"       Sistema.Tipos.Logistica.<init>(Sistema.Tipos.Ciudad, Sistema.Tipos.Hospital)";"3.746059E-5";"2";"1"
"       Sistema.Tipos.Torre_Transito.<init>(Sistema.Tipos.Ciudad)";"3.746059E-5";"2";"1"
"     Self time";"0.2289404";"12223";"1"
"     Interfaz.Swing.Nucleo_Keeper.get_Nucleo()";"3.746059E-5";"2";"1"
"    Interfaz.Swing.Menu_Ambulancias$2.actionPerformed(java.awt.event.ActionEvent)";"5.27299";"281522";"2"
"     Interfaz.Swing.Menu_Ambulancias.access$100(Interfaz.Swing.Menu_Ambulancias, java.awt.event.ActionEvent)";"5.2720723";"281473";"2"
"      Interfaz.Swing.Menu_Ambulancias.jButton2ActionPerformed(java.awt.event.ActionEvent)";"5.2717166";"281454";"2"
"       Interfaz.Swing.Comprar_Ambulancias.<init>()";"4.2543244";"227136";"2"
"        Interfaz.Swing.Comprar_Ambulancias.initComponents()";"4.1986203";"224162";"2"
"         Self time";"2.4743845";"132106";"2"
"         Utils.Tipo_Utils.subclases_ambulancia()";"1.6454753";"87851";"2"
"          Utils.SubClassFinder.<init>()";"1.1601545";"61940";"2"
"           Utils.SubClassFinder.refreshLocations()";"1.1597799";"61920";"2"
"            Utils.SubClassFinder.getClasspathLocations()";"1.1595739";"61909";"2"
"             Utils.SubClassFinder.include(String, java.io.File, java.util.Map)";"1.1567456";"61758";"2"
"              Utils.SubClassFinder.include(String, java.io.File, java.util.Map)";"1.0614271";"56669";"12"
"               Utils.SubClassFinder.include(String, java.io.File, java.util.Map)";"0.77198786";"41216";"4"
"                Utils.SubClassFinder$1.accept(java.io.File)";"0.5134536";"27413";"188"
"                Self time";"0.20339228";"10859";"4"
"                Utils.SubClassFinder.include(String, java.io.File, java.util.Map)";"0.052220065";"2788";"2"
"                 Utils.SubClassFinder$1.accept(java.io.File)";"0.030174507";"1611";"14"
"                 Self time";"0.022026828";"1176";"2"
"                Utils.SubClassFinder$2.compare(Object, Object)";"0.0029031958";"155";"8"
"                 Utils.SubClassFinder$2.compare(java.net.URL, java.net.URL)";"0.002472399";"132";"8"
"                 Self time";"4.120665E-4";"22";"8"
"               Utils.SubClassFinder$1.accept(java.io.File)";"0.14911188";"7961";"62"
"               Self time";"0.13635655";"7280";"12"
"               Utils.SubClassFinder$2.compare(Object, Object)";"0.003933362";"210";"10"
"                Utils.SubClassFinder$2.compare(java.net.URL, java.net.URL)";"0.0033527229";"179";"10"
"                Self time";"5.806392E-4";"31";"10"
"              Self time";"0.053512454";"2857";"2"
"              Utils.SubClassFinder$1.accept(java.io.File)";"0.031167213";"1664";"12"
"              Utils.SubClassFinder$2.compare(Object, Object)";"0.010601347";"566";"28"
"               Utils.SubClassFinder$2.compare(java.net.URL, java.net.URL)";"0.009028003";"482";"28"
"               Self time";"0.0015546145";"83";"28"
"             Self time";"0.0028282746";"151";"2"
"            Self time";"1.8730295E-4";"10";"2"
"           Self time";"3.746059E-4";"20";"2"
"          Utils.SubClassFinder.findSubclasses(String)";"0.4837848";"25829";"2"
"           Utils.SubClassFinder.findSubclasses(Class, java.util.Map)";"0.4823051";"25750";"2"
"            Utils.SubClassFinder.findSubclasses(java.net.URL, String, Class)";"0.45964146";"24540";"18"
"             Self time";"0.45467794";"24275";"18"
"             Utils.SubClassFinder$3.compare(Object, Object)";"0.004944798";"264";"22"
"              Utils.SubClassFinder$3.compare(Class, Class)";"0.0037647896";"201";"22"
"              Self time";"0.0011800086";"63";"22"
"            Utils.SubClassFinder$2.compare(Object, Object)";"0.017569017";"938";"50"
"             Utils.SubClassFinder$2.compare(java.net.URL, java.net.URL)";"0.014965506";"799";"50"
"             Self time";"0.002603511";"139";"50"
"            Self time";"0.00505718";"270";"2"
"           Self time";"0.001460963";"78";"2"
"          Self time";"0.0012174692";"65";"2"
"          Utils.SubClassFinder.getErrors()";"2.9968473E-4";"16";"2"
"         Interfaz.Swing.Comprar_Ambulancias$2.<init>(Interfaz.Swing.Comprar_Ambulancias)";"2.9968473E-4";"16";"2"
"         Interfaz.Swing.Comprar_Ambulancias$1.<init>(Interfaz.Swing.Comprar_Ambulancias)";"2.8095444E-4";"15";"2"
"         Interfaz.Swing.Comprar_Ambulancias$3.<init>(Interfaz.Swing.Comprar_Ambulancias)";"2.0603325E-4";"11";"2"
"        Self time";"0.051246088";"2736";"2"
"       Self time";"1.0169239";"54293";"2"
"      Self time";"3.558756E-4";"19";"2"
"     Self time";"9.1778446E-4";"49";"2"
"    Interfaz.Swing.Main$6.actionPerformed(java.awt.event.ActionEvent)";"4.5739384";"244200";"1"
"     Sistema.Sistema.iniciar_simul()";"2.0567362";"109808";"1"
"      Interfaz.IU.informar(String)";"2.0557997";"109758";"1"
"      Self time";"8.054027E-4";"43";"1"
"      Sistema.Sistema.hopsitalCreado()";"7.492118E-5";"4";"1"
"      Sistema.Sistema.ciudadCreada()";"3.746059E-5";"2";"1"
"     Interfaz.Swing.Simulacion.<init>()";"1.8028471";"96253";"1"
"      Interfaz.Swing.Simulacion.initComponents()";"1.7808952";"95081";"1"
"       Self time";"1.6922635";"90349";"1"
"       Interfaz.Swing.Simulacion$6.<init>(Interfaz.Swing.Simulacion)";"2.4349385E-4";"13";"1"
"       Interfaz.Swing.Simulacion$4.<init>(Interfaz.Swing.Simulacion)";"2.2476354E-4";"12";"1"
"       Interfaz.Swing.Simulacion$8.<init>(Interfaz.Swing.Simulacion)";"2.2476354E-4";"12";"1"
"       Interfaz.Swing.Simulacion$1.<init>(Interfaz.Swing.Simulacion)";"2.0603325E-4";"11";"1"
"       Interfaz.Swing.Simulacion$7.<init>(Interfaz.Swing.Simulacion)";"2.0603325E-4";"11";"1"
"       Interfaz.Swing.Simulacion$2.<init>(Interfaz.Swing.Simulacion)";"1.6857266E-4";"9";"1"
"       Interfaz.Swing.Simulacion$3.<init>(Interfaz.Swing.Simulacion)";"1.6857266E-4";"9";"1"
"       Interfaz.Swing.Simulacion$5.<init>(Interfaz.Swing.Simulacion)";"1.6857266E-4";"9";"1"
"       Interfaz.Swing.Simulacion$9.<init>(Interfaz.Swing.Simulacion)";"1.6857266E-4";"9";"1"
"       Interfaz.Swing.Simulacion$11.<init>(Interfaz.Swing.Simulacion)";"1.6857266E-4";"9";"1"
"       Interfaz.Swing.Simulacion$12.<init>(Interfaz.Swing.Simulacion)";"1.6857266E-4";"9";"1"
"       Interfaz.Swing.Simulacion$10.<init>(Interfaz.Swing.Simulacion)";"1.4984237E-4";"8";"1"
"      Self time";"0.019704271";"1052";"1"
"     Self time";"0.7140176";"38121";"1"
"     Interfaz.Swing.Nucleo_Keeper.get_Nucleo()";"3.746059E-5";"2";"1"
"     Interfaz.Interface_Keeper.get_Interfaz()";"3.746059E-5";"2";"1"
"    Interfaz.Swing.Menu_Ambulancias$3.actionPerformed(java.awt.event.ActionEvent)";"4.0866323";"218183";"1"
"     Interfaz.Swing.Menu_Ambulancias.access$200(Interfaz.Swing.Menu_Ambulancias, java.awt.event.ActionEvent)";"4.0859017";"218144";"1"
"      Interfaz.Swing.Menu_Ambulancias.jButton1ActionPerformed(java.awt.event.ActionEvent)";"4.0856957";"218133";"1"
"       Self time";"2.813253";"150198";"1"
"       Sistema.Sistema.buscar_ambulancia(long)";"1.0244161";"54693";"1"
"        Interfaz.IU.informar(String, Interfaz.InformarConst)";"1.0177668";"54338";"1"
"         Interfaz.Swing.Datos_Ambulancia.<init>()";"0.6716497";"35859";"1"
"          Interfaz.Swing.Datos_Ambulancia.initComponents()";"0.6482368";"34609";"1"
"          Self time";"0.021165235";"1130";"1"
"         Self time";"0.20202497";"10786";"1"
"         Interfaz.Traductor.informar_datos_ambu(String, Interfaz.Swing.Datos_Ambulancia)";"0.14405471";"7691";"1"
"          Interfaz.Swing.Datos_Ambulancia.setPos(String)";"0.07488372";"3998";"1"
"          Interfaz.Swing.Datos_Ambulancia.setID(String)";"0.025454473";"1359";"1"
"          Interfaz.Swing.Datos_Ambulancia.setManeobrabilidad(String)";"0.018842677";"1006";"1"
"          Interfaz.Swing.Datos_Ambulancia.setTipo(String)";"0.017381715";"928";"1"
"          Self time";"0.007454658";"398";"1"
"        Self time";"0.0025847808";"138";"1"
"        Sistema.Tipos.Punto.toString()";"0.0023225567";"124";"1"
"        Sistema.Tipos.Hospital.get_Ambulancia_byId(long)";"0.0017044569";"91";"1"
"         Sistema.Tipos.Admin_Ambulancias.get_Ambulancia_byId(long)";"0.0015546145";"83";"1"
"         Self time";"1.4984237E-4";"8";"1"
"       Interfaz.Swing.Nucleo_Keeper.get_Nucleo()";"3.746059E-5";"2";"1"
"      Self time";"2.0603325E-4";"11";"1"
"     Self time";"7.117512E-4";"38";"1"
"    Interfaz.Swing.Simulacion$9.actionPerformed(java.awt.event.ActionEvent)";"3.9113727";"208826";"1"
"     Interfaz.Swing.Simulacion.access$800(Interfaz.Swing.Simulacion, java.awt.event.ActionEvent)";"3.9107547";"208793";"1"
"      Interfaz.Swing.Simulacion.jMenuItem3ActionPerformed(java.awt.event.ActionEvent)";"3.9105673";"208783";"1"
"       Sistema.Sistema.finalizar_sim()";"2.884578";"154006";"1"
"        Interfaz.IU.informar(String)";"2.8841283";"153982";"1"
"        Self time";"4.307968E-4";"23";"1"
"       Self time";"0.5233057";"27939";"1"
"       Interfaz.Swing.Main.<init>()";"0.50193447";"26798";"1"
"        Interfaz.Swing.Main.initialize()";"0.4811813";"25690";"1"
"         Self time";"0.40820807";"21794";"1"
"         Interfaz.Swing.Main.getJContentPane()";"0.071868144";"3837";"1"
"          Interfaz.Swing.Main.getSalir()";"0.023750015";"1268";"1"
"           Self time";"0.022326512";"1192";"1"
"           Interfaz.Swing.Main$7.<init>(Interfaz.Swing.Main)";"1.8730296E-5";"1";"1"
"          Self time";"0.015358843";"820";"1"
"          Interfaz.Swing.Main.getMapa()";"0.011912468";"636";"1"
"           Self time";"0.010357854";"553";"1"
"           Interfaz.Swing.Main$4.<init>(Interfaz.Swing.Main)";"0.0";"0";"1"
"          Interfaz.Swing.Main.getAmbulancias()";"0.010001978";"534";"1"
"           Self time";"0.008559745";"457";"1"
"           Interfaz.Swing.Main$5.<init>(Interfaz.Swing.Main)";"0.0";"0";"1"
"          Interfaz.Swing.Main.getSimular()";"0.008466094";"452";"1"
"           Self time";"0.0070613213";"377";"1"
"           Interfaz.Swing.Main$6.<init>(Interfaz.Swing.Main)";"1.8730296E-5";"1";"1"
"          Interfaz.Swing.Main$2.<init>(Interfaz.Swing.Main)";"1.8730296E-5";"1";"1"
"          Interfaz.Swing.Main$3.<init>(Interfaz.Swing.Main)";"1.8730296E-5";"1";"1"
"         Interfaz.Swing.Main$1.<init>(Interfaz.Swing.Main)";"1.8730296E-5";"1";"1"
"        Self time";"0.018524263";"989";"1"
"       Interfaz.Interface_Keeper.get_Interfaz()";"1.8730296E-5";"1";"1"
"       Interfaz.Swing.Nucleo_Keeper.get_Nucleo()";"0.0";"0";"1"
"      Self time";"1.6857266E-4";"9";"1"
"     Self time";"5.9936946E-4";"32";"1"
"    Interfaz.Swing.Simulacion$4.actionPerformed(java.awt.event.ActionEvent)";"3.8120272";"203522";"1"
"     Interfaz.Swing.Simulacion.access$300(Interfaz.Swing.Simulacion, java.awt.event.ActionEvent)";"3.8113341";"203485";"1"
"      Interfaz.Swing.Simulacion.jButton1ActionPerformed(java.awt.event.ActionEvent)";"3.811147";"203475";"1"
"       Sistema.Sistema.modificar_dificultad_calle()";"3.8108473";"203459";"1"
"        Interfaz.IU.informar(String)";"3.1407897";"167685";"1"
"        Sistema.Tipos.Ciudad.cambiar_dificultad()";"0.66960806";"35750";"1"
"         Sistema.Tipos.Torre_Transito.reporte_transito()";"0.6694395";"35741";"1"
"          Interfaz.IU.informar(String, Interfaz.InformarConst)";"0.5174431";"27626";"47"
"           Interfaz.Traductor.informar_torre(String, javax.swing.JFrame)";"0.5158511";"27541";"47"
"            Interfaz.Swing.Simulacion.set_itorre(String)";"0.5098012";"27218";"47"
"            Self time";"0.006031155";"322";"47"
"           Self time";"0.0015920751";"85";"47"
"          Sistema.Tipos.Hospital.recalculo_ruta()";"0.11783229";"6291";"1"
"           Sistema.Tipos.Logistica.camino_ida(Sistema.Tipos.Pedido)";"0.09852135";"5260";"2"
"            Utils.Spath.camino_mas_corto(Sistema.Tipos.Punto, Sistema.Tipos.Punto, Sistema.Tipos.Ciudad)";"0.09846517";"5257";"2"
"             Utils.Spath.puntos_activos(Utils.ArrayLista)";"0.05519818";"2947";"54"
"              Utils.ArrayLista.add(Object)";"0.037891388";"2023";"962"
"               Self time";"0.03873425";"2068";"962"
"               Sistema.Tipos.Punto.equals(Object)";"0.0";"0";"8813"
"              Self time";"0.016014403";"855";"54"
"              Utils.ArrayLista.<init>()";"0.0012736601";"68";"54"
"             Utils.Spath.obtener_vecinos(Utils.ArrayLista, Utils.Spath.Punto_M, Utils.ArrayLista)";"0.013542004";"723";"26"
"              Self time";"0.012605489";"673";"26"
"              Utils.ArrayLista.add(Object)";"7.492118E-4";"40";"37"
"               Self time";"6.9302093E-4";"37";"37"
"               Sistema.Tipos.Calle.equals(Object)";"5.6190886E-5";"3";"14"
"              Utils.ArrayLista.<init>()";"5.806392E-4";"31";"26"
"              Sistema.Tipos.Punto.equals(Object)";"0.0";"0";"1522"
"             Self time";"0.00951499";"508";"2"
"             Utils.Spath.punto_equivalente(Sistema.Tipos.Punto, Utils.ArrayLista)";"0.007117512";"380";"78"
"             Utils.Spath$etq_comparator.compare(Object, Object)";"0.0053568645";"286";"465"
"              Self time";"0.0034463743";"184";"465"
"              Utils.Spath$etq_comparator.compare(Utils.Spath.Punto_M, Utils.Spath.Punto_M)";"0.0019104902";"102";"465"
"             Utils.Spath.To_Mi_Punto(Utils.ArrayLista)";"0.004738765";"253";"2"
"              Utils.ArrayLista.add(Object)";"0.0022663658";"121";"50"
"               Self time";"0.0025098596";"134";"50"
"               Sistema.Tipos.Punto.equals(Object)";"0.0";"0";"600"
"              Utils.Spath$Punto_M.<init>(Sistema.Tipos.Punto)";"0.001329851";"71";"50"
"               Utils.Spath$Punto_M.<init>(long, float, float)";"6.7429064E-4";"36";"50"
"                Self time";"3.746059E-4";"20";"50"
"                Sistema.Tipos.Punto.<init>(long, float, float)";"2.9968473E-4";"16";"50"
"               Self time";"6.5556035E-4";"35";"50"
"              Self time";"0.0010863572";"58";"2"
"              Utils.ArrayLista.<init>()";"3.746059E-5";"2";"2"
"             Utils.Spath.construir_camino_de_calles(Utils.ArrayLista, Utils.ArrayLista, Utils.ArrayLista)";"0.0020977932";"112";"2"
"              Utils.Spath.buscar_calle(Sistema.Tipos.Punto, Sistema.Tipos.Punto, Utils.ArrayLista)";"0.0014422328";"77";"9"
"               Self time";"0.0015171539";"81";"9"
"               Sistema.Tipos.Punto.equals(Object)";"0.0";"0";"152"
"              Self time";"3.1841503E-4";"17";"2"
"              Utils.ArrayLista.add(Object)";"3.1841503E-4";"17";"9"
"               Self time";"2.8095444E-4";"15";"9"
"               Sistema.Tipos.Calle.equals(Object)";"1.8730296E-5";"1";"16"
"             Utils.Spath.constuir_camino_de_puntos(Utils.Spath.Punto_M, Utils.Spath.Punto_M, Utils.ArrayLista)";"3.933362E-4";"21";"2"
"              Utils.Spath.constuir_camino_de_puntos(Utils.Spath.Punto_M, Utils.Spath.Punto_M, Utils.ArrayLista)";"2.9968473E-4";"16";"2"
"               Utils.Spath.constuir_camino_de_puntos(Utils.Spath.Punto_M, Utils.Spath.Punto_M, Utils.ArrayLista)";"2.2476354E-4";"12";"2"
"                Utils.Spath.constuir_camino_de_puntos(Utils.Spath.Punto_M, Utils.Spath.Punto_M, Utils.ArrayLista)";"1.6857266E-4";"9";"2"
"                 Self time";"5.6190886E-5";"3";"2"
"                 Utils.Spath.constuir_camino_de_puntos(Utils.Spath.Punto_M, Utils.Spath.Punto_M, Utils.ArrayLista)";"5.6190886E-5";"3";"1"
"                  Utils.ArrayLista.add(Object)";"3.746059E-5";"2";"2"
"                   Self time";"1.8730296E-5";"1";"2"
"                   Sistema.Tipos.Punto.equals(Object)";"0.0";"0";"9"
"                  Self time";"1.8730296E-5";"1";"1"
"                  Sistema.Tipos.Punto.equals(Object)";"0.0";"0";"1"
"                 Utils.ArrayLista.add(Object)";"3.746059E-5";"2";"3"
"                  Self time";"5.6190886E-5";"3";"3"
"                  Sistema.Tipos.Punto.equals(Object)";"0.0";"0";"10"
"                 Sistema.Tipos.Punto.equals(Object)";"0.0";"0";"2"
"                Utils.ArrayLista.add(Object)";"3.746059E-5";"2";"2"
"                 Self time";"1.8730296E-5";"1";"2"
"                 Sistema.Tipos.Punto.equals(Object)";"0.0";"0";"4"
"                Self time";"0.0";"0";"2"
"                Sistema.Tipos.Punto.equals(Object)";"0.0";"0";"2"
"               Self time";"3.746059E-5";"2";"2"
"               Utils.ArrayLista.add(Object)";"1.8730296E-5";"1";"2"
"                Self time";"3.746059E-5";"2";"2"
"                Sistema.Tipos.Punto.equals(Object)";"0.0";"0";"2"
